doctor_id,user_id_fk,phone_number,specialty,license_number
9512,9512,83104671,Otorhinolaryngology (ENT),23c861d8-987f-4ee6-9784-83811739a439
9513,9513,87821085,Dermatology,b82f61c5-ca77-436c-9afc-525a13baf982
9514,9514,84829082,Cardiology,ca3e813b-75ca-44a1-8172-d13f0f91666c
9515,9515,87298371,Ophthalmology,c5d52f9f-883a-478e-b852-0c230349bb76
9516,9516,84421537,Obstetrics and Gynaecology (O&G),72967607-c22b-4b11-9daf-606bca715da3
9517,9517,84695486,Obstetrics and Gynaecology (O&G),57ac2202-a4dc-4f94-a104-39c199870e4d
9518,9518,92558032,Family Medicine,f0033140-4796-41ad-ab59-ebb08cac70f5
9519,9519,84986568,Obstetrics and Gynaecology (O&G),0496d720-af0a-41a3-948a-50559a1934c9
9520,9520,92587764,Otorhinolaryngology (ENT),0f860f2a-3df0-4241-9808-915354c0c703
9521,9521,85205211,Orthopaedics,f8b60ffa-d83c-4e41-82e9-cbb4a1653662
9522,9522,98346472,Orthopaedics,7b87ecf6-5722-4780-9efe-457b96b77ee2
9523,9523,86360579,Dermatology,2728b936-6a94-43ad-9281-45216de01541
9524,9524,95699795,Cardiology,2daa7d73-f68a-45a1-bb72-901268bd224b
9525,9525,87951957,Cardiology,7d6acde8-1ccd-45a1-9514-f7ec65b0f115
9526,9526,87785530,General Practitioner,f53d9194-eb1d-483e-a6be-246057c265ef
9527,9527,97107049,Ophthalmology,ddbb7047-ac5d-43b0-b758-ae7b62c25c8b
9528,9528,98953409,Internal Medicine,34ee8a6d-51cb-4b17-970a-6c82f0e6c9a3
9529,9529,81418574,Dermatology,35d91dfd-2bf8-4161-ba3d-e22efd7cfbbc
9530,9530,86990739,General Practitioner,fba0983c-e610-464e-9094-119fe4d42f80
9531,9531,96697757,Ophthalmology,e992e4a2-8864-4e86-9d16-d345a4a19025
9532,9532,97228397,Cardiology,8aa35de6-e04b-4f5d-b319-67680833baf0
9533,9533,97304780,General Practitioner,d71068c8-7ec3-4eec-95a3-082a0acabd7b
9534,9534,94655964,Otorhinolaryngology (ENT),77da9808-06c5-4d96-b65d-cfc63f792589
9535,9535,94761478,Obstetrics and Gynaecology (O&G),1315ce20-1925-4c6f-8a8f-4ef93fa4493b
9536,9536,88505395,Paediatrics,40d24005-81db-4084-9b67-7191b9ff1e76
9537,9537,90359016,General Practitioner,2e0ba4b6-4a7d-4236-b76a-6acebb3063e2
9538,9538,93829849,Orthopaedics,726e2dfb-b646-40fd-8230-1f5f2d4c5146
9539,9539,90305987,Ophthalmology,f0ece122-56cd-4b7a-8b44-9948edd5b734
9540,9540,80077454,Obstetrics and Gynaecology (O&G),8f57d2df-8923-49df-b76f-0bbed6bbff56
9541,9541,89252740,General Practitioner,cfbd4e92-9240-4e2a-94ad-eabbf02f9f5a
9542,9542,95182741,Dermatology,02608895-d122-4d71-b25b-ab96ff725ccc
9543,9543,92993854,Obstetrics and Gynaecology (O&G),6b4f12de-b3b6-486b-b3a7-044ab1acb72d
9544,9544,80405000,Family Medicine,3d50b8f3-fed0-483a-ad99-ec3ef63c377f
9545,9545,90765553,Dermatology,63a233b1-9b64-4919-a3d7-9fec951c28b5
9546,9546,90560622,General Practitioner,8eb25add-ea41-4966-aa9a-5907812d6d49
9547,9547,94551665,Dermatology,1c0a7ff2-88cc-4fd7-bb4f-d1a8931fe368
9548,9548,95014407,Internal Medicine,0c562534-f952-4e7d-81ae-9b2a27f07932
9549,9549,90369452,Obstetrics and Gynaecology (O&G),8e69288b-30d2-410d-8961-e9ba6e125553
9550,9550,91575268,Family Medicine,9e817cbb-7408-40d8-b4c5-8891629c557a
9551,9551,90941887,Paediatrics,bb830d2f-4e19-4e16-8ebe-190fd7d91f28
9552,9552,97518671,Paediatrics,b73c0cb7-bb00-4adb-bf7d-dc244ee76364
9553,9553,89923995,Dermatology,c4a16f72-0e33-484b-95a0-610268ac397a
9554,9554,89375120,Internal Medicine,5ddf0427-f4c8-4896-b1dc-2898077b6df5
9555,9555,89330111,General Practitioner,7fca3377-dd87-4f6a-ae73-38056fbb2bdb
9556,9556,93070613,Internal Medicine,93aa0026-035c-4245-89e3-69468c6b1af4
9557,9557,90286601,Family Medicine,8b6f4f3a-0656-42a0-9168-9b8d181b017d
9558,9558,91854788,Family Medicine,526ee2cf-a975-4172-a0ce-7e6269b544ef
9559,9559,95511007,Family Medicine,411c1582-759d-47f4-b458-9f4144c7c21f
9560,9560,91231994,Dermatology,8d8f476c-aa95-4812-a32e-e0b19b3986d6
9561,9561,89686437,General Practitioner,bd8de30e-982e-4535-b63d-4bd1a0da70a4
9562,9562,94867154,Family Medicine,4b67215b-3d2e-4f2a-b732-a76ea8adde58
9563,9563,89282524,Ophthalmology,02bf2547-ab69-40a5-9d83-3e24a77f5af2
9564,9564,93312124,Orthopaedics,22a0853f-82c9-4d86-8020-cd9d4f036879
9565,9565,98927930,Otorhinolaryngology (ENT),d2b4416c-4c10-4c9a-ab05-df77b66c69ae
9566,9566,91754988,Otorhinolaryngology (ENT),859e3d53-8a3f-40ba-ac43-37f2ff8e6c50
9567,9567,90445145,Cardiology,fab5883d-92cc-4922-b393-f77153354d4f
9568,9568,82272707,Orthopaedics,291de2dc-11a2-4b25-bc40-2a2a5ccf242f
9569,9569,83913358,Paediatrics,ae1173c0-66f5-47f7-bdb0-b52792bdcb3c
9570,9570,93470217,General Practitioner,6dfceed1-e28b-4d47-9e94-b2322206b9d3
9571,9571,84023007,General Practitioner,08b1152b-9d09-4c86-8e54-5dea240a4ab0
9572,9572,94642239,Obstetrics and Gynaecology (O&G),02ef5646-b5ef-4f0c-be6c-1357ad40de3b
9573,9573,84638542,Cardiology,8f328b59-8235-4c7d-a984-c32af026fec5
9574,9574,85179566,Internal Medicine,8f9298e7-404e-4352-84c0-1bb1da32dc50
9575,9575,89699181,Dermatology,e540d4d8-e444-4e45-83f4-c32f64f67fe5
9576,9576,93597482,Obstetrics and Gynaecology (O&G),e9d5bb1d-564c-493c-8b79-8cbe742ce903
9577,9577,86696734,Dermatology,7ebb56fb-fe2f-46f8-a248-2e1508f42e8b
9578,9578,88102580,General Practitioner,a591389e-a627-4d42-abae-2cbaab43edb8
9579,9579,84706956,Ophthalmology,0e3abc84-aa00-4e10-96f6-fa19baa5b32c
9580,9580,99096864,Ophthalmology,1d5cad6c-c10a-4d05-a05c-8891764fccf3
9581,9581,89629657,Orthopaedics,07bfe48f-eaba-4f03-9376-295f6f71a735
9582,9582,83761660,Ophthalmology,065fae40-d77e-43d8-9c4d-055683f7ce8d
9583,9583,88394850,General Practitioner,7a102c19-b4c2-4da8-9a85-ee07f0a2305d
9584,9584,95997579,Cardiology,744f7e46-6f70-4fe6-b760-31b60a52fcb7
9585,9585,92480388,Internal Medicine,dc7e3d91-b2d6-47c1-813d-f0da770289fc
9586,9586,92167720,Family Medicine,0487c17d-6e6a-4c25-8e72-64d6d9a3407a
9587,9587,95005484,Family Medicine,080bb8d8-cd7a-48ac-9db5-b0954f5ec8e6
9588,9588,80885467,Ophthalmology,91724748-43a7-4b56-852f-f04252c5b53d
9589,9589,90624557,Orthopaedics,1aa662cc-76d7-44ed-aab8-a9f67962170a
9590,9590,96816215,Ophthalmology,42831717-6311-48c0-9d24-f570c5ca0116
9591,9591,97022049,Obstetrics and Gynaecology (O&G),d4ee2022-8f3e-4c23-8772-0052dff65a94
9592,9592,92264427,Paediatrics,84d4edac-c2fa-4b77-b971-13cbf97c5641
9593,9593,90395504,Cardiology,45a613f5-8c99-4285-9a18-8f870606fdcb
9594,9594,92313139,General Practitioner,5b7c181f-7198-46b0-8276-dfcf3993998b
9595,9595,86938398,Paediatrics,0a363a69-3640-4012-8a00-0ff771fdd955
9596,9596,85899149,Paediatrics,b1040f4d-aaf0-4e78-b033-02c630486e25
9597,9597,90917855,General Practitioner,bf7215ed-47e5-4a10-9bb3-68e62259b1db
9598,9598,86386375,General Practitioner,b74db826-0bc3-4201-b8ec-394b8d8a404a
9599,9599,88682670,Obstetrics and Gynaecology (O&G),80825b09-5525-4195-8071-314d64b5bffa
9600,9600,96865364,Family Medicine,e08dbbda-a910-4b77-8ca2-57cc201342ca
9601,9601,86075590,Otorhinolaryngology (ENT),e03ddd78-78da-4b17-a0c4-ab3b8f7f7d41
9602,9602,83614370,Internal Medicine,a3529515-9412-4d60-931c-47540a57e210
9603,9603,94816231,Obstetrics and Gynaecology (O&G),7292ad53-83e0-42dd-9227-0999b9f88180
9604,9604,81112093,Family Medicine,57d6585e-d3bc-4472-ae2d-164ea205970b
9605,9605,80983080,Otorhinolaryngology (ENT),2c0eb006-1a2d-4d44-9b9e-a0a9a59b5137
9606,9606,92391246,Ophthalmology,90cc0a2d-03f5-4c16-afcb-888eb65e7d16
9607,9607,86178033,Otorhinolaryngology (ENT),94079c65-f84d-401e-987c-8fe1f4bdb0e4
9608,9608,82143746,Paediatrics,97f68bee-d306-4cb3-a4a8-62a93b8362bb
9609,9609,80865009,Paediatrics,67d5906a-ca45-43dd-a737-e1fa8cd3ff99
9610,9610,96530843,Otorhinolaryngology (ENT),0e9794e9-1183-4448-be03-2994fcdcae71
9611,9611,90154196,Cardiology,e0896fc0-324e-442e-a805-54217eb028d9
9612,9612,91016444,Dermatology,89976e46-b495-4635-a476-e820d56e8d51
9613,9613,95740837,Dermatology,06f6e7ce-598e-4e8d-8f74-74cbe6a0e24f
9614,9614,88368052,Paediatrics,cfdb9f23-21bd-4ec6-9f2a-454eac63aca0
9615,9615,81519041,Family Medicine,0d13c759-28c9-4e02-9cf3-b3a6116bee64
9616,9616,87287664,Dermatology,3b9e226a-7479-487e-9fbe-5f776428a9a5
9617,9617,90178429,Orthopaedics,f3703fcb-b812-4451-8721-53a724a96fb1
9618,9618,96011344,Cardiology,88daf878-deab-4a65-b62d-beda43cf217b
9619,9619,88866070,Obstetrics and Gynaecology (O&G),ce246bf5-3b33-4d64-a10b-6cf44d8d356d
9620,9620,89621264,Family Medicine,bcb64269-4cf6-4d58-afb5-2f5afb579aa2
9621,9621,95649513,Dermatology,41c76ff3-5476-456d-8fbf-05887bba4057
9622,9622,88029812,Dermatology,c8bcdce8-c46d-4f3b-ba3e-01e8d78eebc4
9623,9623,80983621,General Practitioner,44ea9f07-ea72-4bd7-89ee-82e53aa58bf2
9624,9624,81627794,Dermatology,4bc842df-1176-436a-84df-06dc6c0b08d7
9625,9625,96275400,Dermatology,6a482846-2ff2-44e1-a712-465d929c948c
9626,9626,91081690,Dermatology,9ad0c3ea-527e-4d1b-b105-38c100c9ecb1
9627,9627,80550199,Orthopaedics,5507a44c-214d-4d7c-a3d3-dd2ac2843c8f
9628,9628,92384699,Otorhinolaryngology (ENT),b13323f7-5daf-4600-a12f-2b4a2a7006cd
9629,9629,84359857,Paediatrics,0b8c5034-c77c-415b-bfc4-8776ca373fd0
9630,9630,92427017,Obstetrics and Gynaecology (O&G),404bd4ff-d152-4001-a27c-c8ed7a3981c6
9631,9631,83479730,Orthopaedics,b5b78ef3-e457-4ad4-81ea-d502cb8c2481
9632,9632,86556930,Internal Medicine,4f6666fa-b5dc-42c1-9f8d-c859dbf1ae59
9633,9633,90853805,Cardiology,1181f256-bb79-4b0b-89c2-55e525dfd089
9634,9634,80670706,Obstetrics and Gynaecology (O&G),9acaa5bd-0f48-465b-9173-b271a5a7e4d0
9635,9635,80031803,Orthopaedics,9f5474a1-e3ec-475a-b606-d23016e08f98
9636,9636,82345079,Orthopaedics,c117d1ca-3663-42ac-9dbb-c2f8ad9d9ee6
9637,9637,86472093,Paediatrics,e20c6026-1406-4f95-ad5d-51908fe3786b
9638,9638,93410406,Internal Medicine,6881efea-2721-4917-b09e-2c502e391124
9639,9639,93167064,Obstetrics and Gynaecology (O&G),aa956e2c-cc0b-4ec3-9e25-158e5f014492
9640,9640,95363473,Internal Medicine,57e39c06-4637-4eef-af6b-91dd954d0d0d
9641,9641,93541088,Internal Medicine,17fc700e-baa1-4542-a2ae-c66d16b83523
9642,9642,91815614,General Practitioner,79345b74-ba95-4e0d-a481-2be49456ecd8
9643,9643,96213303,Obstetrics and Gynaecology (O&G),65f1e52e-c328-4593-8ed3-b5aad0d79f6f
9644,9644,89935864,Obstetrics and Gynaecology (O&G),253f022e-5d3b-4ba2-8a77-1a6fabef4929
9645,9645,91412538,Ophthalmology,8a1ae613-4839-4734-b30c-524a4ae507f6
9646,9646,99242734,Dermatology,25ac2a1b-1705-4316-a01a-768b9ad89a01
9647,9647,98691382,Otorhinolaryngology (ENT),a05573a8-9601-40ca-b3f1-036756d58d7b
9648,9648,96694466,Paediatrics,fd0b755a-5db4-4e59-8387-e6bd9420c34c
9649,9649,88479972,Orthopaedics,1193efdb-b39d-4c97-b456-a45bee2bab84
9650,9650,97169396,Internal Medicine,64c31b53-f8ff-4856-9a43-aa67261ea7a3
9651,9651,88997422,Paediatrics,7b219c0c-01ab-4df6-a012-4ffa89181058
9652,9652,94493617,General Practitioner,718886f9-791e-4914-8fde-3abad65c9fb5
9653,9653,83214603,Ophthalmology,c009923e-5db9-485d-a90a-8707bf33e7a6
9654,9654,85932041,General Practitioner,3715c63b-81aa-427a-9aaa-8b7065bfed35
9655,9655,80986857,Paediatrics,fcd7723f-1b7c-4b6a-a5c3-7fb85552d1bc
9656,9656,95005025,Dermatology,1ed4c66b-3f12-4d8e-8b1a-8b645eeff984
9657,9657,90117935,Paediatrics,62342d76-880a-4b23-bf93-b17e18601b44
9658,9658,97620538,Obstetrics and Gynaecology (O&G),be4dd9fa-51ea-4a2d-b070-1657f45ce9e7
9659,9659,86614843,Obstetrics and Gynaecology (O&G),7b7d9a5a-c6f8-42e7-9e62-017d87801c55
9660,9660,95558266,Internal Medicine,e8e19737-185d-493a-b09d-30891e8c06e9
9661,9661,96530870,Obstetrics and Gynaecology (O&G),d077466d-1b4e-4d37-a174-267b532d4415
9662,9662,90445152,General Practitioner,6ce8539d-751e-46da-8e72-f8335273af5c
9663,9663,91272214,Paediatrics,eccb8c3d-08c0-4a34-a352-5aade2410df7
9664,9664,85864847,Paediatrics,73a2f345-930f-46ad-91b0-71b96176ae65
9665,9665,92090738,Family Medicine,83d5d058-b7c5-4b59-8103-148d2a5da2f9
9666,9666,97029730,Family Medicine,34ba159a-bb69-4b66-98a5-00ed27f7a22a
9667,9667,88104284,General Practitioner,695d5d39-c274-4bfb-b357-e49eec5c0ec6
9668,9668,80147293,Family Medicine,94940059-2ee3-4dca-b70a-6c8f859a1f22
9669,9669,80272205,Internal Medicine,f59000b8-b09c-4bf6-a203-5e14621187a4
9670,9670,90017266,Orthopaedics,0e64b895-91e7-45c6-8188-b40de1d32ad3
9671,9671,80486218,Otorhinolaryngology (ENT),14fccedd-226e-4604-8b5e-e87708e2b81a
9672,9672,81766663,Obstetrics and Gynaecology (O&G),2f8bc22c-68cc-4a5e-9388-5d0c3994c6f1
9673,9673,91074141,Dermatology,e6fe0317-6e23-443a-b172-17d43b082fa0
9674,9674,80320266,Ophthalmology,5b8479c6-7843-43d3-b133-93b160b18c85
9675,9675,86863671,Family Medicine,c503952e-a085-4180-8ab9-79c7882f22b4
9676,9676,98920296,General Practitioner,90848478-320e-405b-920c-b7699797c2f4
9677,9677,98572027,General Practitioner,7e631d01-2cdc-4c3c-bb6c-204c9dd429a1
9678,9678,81570464,Orthopaedics,79449fe6-aad1-4e0e-a9ad-dd8c9b9cde20
9679,9679,95166942,Cardiology,1c5dcac6-a7b7-4af3-ab13-e9343b84aed3
9680,9680,82950759,Cardiology,4dd4d89a-0d1f-419f-9bd5-8a9e0ad8ef39
9681,9681,99130747,Internal Medicine,62417c4c-f578-46a4-a465-6837494c4926
9682,9682,91127411,Ophthalmology,c9760f30-12db-43a2-9919-0f0fd273a9ee
9683,9683,96355158,Otorhinolaryngology (ENT),5dd7daba-d0c0-4928-b1a8-d39846f211a1
9684,9684,93662824,Orthopaedics,41218752-08d6-4473-8f5b-7f13e6c70a1f
9685,9685,87500545,Dermatology,ca0c38af-3a96-4aaa-b180-b8511ea0de44
9686,9686,89819316,Cardiology,18c335f2-761e-4813-81b3-c505a6526744
9687,9687,95664025,Dermatology,9678849a-bbb9-4418-9168-2261f3571517
9688,9688,99781305,Orthopaedics,f6d45915-b15e-45da-86b6-6f17a972c2b2
9689,9689,81513607,Orthopaedics,6c5f68fb-06e7-4234-8ccb-199b82467f75
9690,9690,81553299,General Practitioner,793e18f2-49b2-4108-b96e-14c9a935bcf1
9691,9691,85545306,Paediatrics,30069590-96c3-484d-a636-e5d8afb75e4c
9692,9692,92163952,General Practitioner,4d9380bb-1f11-4511-905e-9525823eadcc
9693,9693,88871359,Ophthalmology,71259b28-6560-4fc0-baea-54c41e7ce5ae
9694,9694,98345688,Cardiology,c4d723b2-722c-4da5-a607-1212cb9800ca
9695,9695,83950422,Internal Medicine,141b3e23-2e26-4b20-b6b9-96713aa8ae4f
9696,9696,96241102,Orthopaedics,ba69001b-d0af-43e3-a81e-16140314913f
9697,9697,97919258,General Practitioner,7b4576e9-d887-4e06-89da-1a9af806a9ce
9698,9698,86686925,Family Medicine,85208149-5816-47b2-b78f-a87621191d68
9699,9699,95558411,Dermatology,f16af37d-6d90-4847-b973-96b6ba78a2e5
9700,9700,93176301,Obstetrics and Gynaecology (O&G),21e444c9-08d6-4726-a0e8-15142c3dc26a
9701,9701,99732770,Obstetrics and Gynaecology (O&G),f93c37ae-a394-4e18-98e8-afb6f1f111fd
9702,9702,97072460,Otorhinolaryngology (ENT),43e2f952-73c1-4116-9c30-127d17c78bf0
9703,9703,91630119,Otorhinolaryngology (ENT),30449f4c-f7d1-4a36-8a65-a089135bb80f
9704,9704,84953374,Paediatrics,36d67d2d-d4f0-47d4-82a9-8b75ba222baa
9705,9705,82981627,Internal Medicine,63ff29fb-8ae8-4ff3-a8fe-f7dd2550e9f3
9706,9706,81974092,Obstetrics and Gynaecology (O&G),c4135aae-5d82-4686-8c67-50b0b738dc85
9707,9707,93620663,General Practitioner,c27cd146-097e-42f2-8058-495a1cf733cd
9708,9708,98088883,Obstetrics and Gynaecology (O&G),5c3ceefe-8a90-4e1f-adda-28a6b127b6a0
9709,9709,80829568,Paediatrics,613f1af7-5d49-4993-a734-307e17e2b3bc
9710,9710,92716284,Cardiology,baa01ea1-5420-41a7-a15c-2936f279943d
9711,9711,82913962,Otorhinolaryngology (ENT),22d73f3e-3071-4301-acfe-a3ee79c84b6e
9712,9712,91111676,Cardiology,76abc04e-306f-44c4-94cd-132060c31019
9713,9713,82638340,Paediatrics,499d50c6-b33b-4cc8-a3da-2a0a41fcab86
9714,9714,94606593,Family Medicine,27858772-9413-4af9-9725-8d4f35ef80d6
9715,9715,88003495,General Practitioner,992d57b0-1e83-438b-9581-c9a1650d688b
9716,9716,89694295,Family Medicine,7341ae28-740f-408c-9e20-969e8a7b421a
9717,9717,91559595,Cardiology,b3c51bc3-3b0f-457b-82a9-40832e37dae1
9718,9718,92137109,Internal Medicine,56f74815-5361-4b6f-a451-5429e7462b94
9719,9719,97380212,Ophthalmology,af8b3901-4453-400b-b2ef-f8e5ef25044a
9720,9720,87149735,Paediatrics,2758b097-911c-4cdf-9646-a2ac62022632
9721,9721,96749765,Otorhinolaryngology (ENT),bbc0dcc3-dc85-44ee-9605-bb4c55963c1e
9722,9722,85906711,General Practitioner,0e99c29f-aa81-42c0-a078-75d0a940dd76
9723,9723,85424517,Cardiology,f4a69d69-9445-49ff-874c-ad5af97dcf73
9724,9724,85533633,Family Medicine,1b0e43d5-0356-4b68-a670-d8b8b94fa20f
9725,9725,99113347,Ophthalmology,58144a48-c064-4b57-b259-07aa9c253fe3
9726,9726,85974957,Cardiology,2d3ceb26-279f-4842-96b1-3e5448b8700d
9727,9727,88547423,Dermatology,fc4bfb5a-daa6-4160-9a4a-79181e610faa
9728,9728,97813471,Obstetrics and Gynaecology (O&G),5ddc7ab8-d500-412f-9237-66901ad8389d
9729,9729,81129928,Family Medicine,353dc22f-c7f5-46d1-8611-04a9e175ec02
9730,9730,95709017,Cardiology,2c56c5d9-4678-4516-8676-65d3d4a70fcf
9731,9731,86804739,Internal Medicine,e9b98116-5e6e-40b7-8f41-db4803a50abc
9732,9732,86868453,Otorhinolaryngology (ENT),e19e586f-bd17-41e7-aac6-d04c4a576f00
9733,9733,87755623,Obstetrics and Gynaecology (O&G),a1aabc9a-a891-49cc-af12-ee28f743d9fa
9734,9734,98020476,Internal Medicine,53223131-88db-43ce-ab32-10c2219fa0dd
9735,9735,99546556,Dermatology,3d9a7f49-32dc-4eab-8db3-971495c9f90f
9736,9736,93344714,Cardiology,7aff27ea-7d24-42b3-8185-7f0d6fc74cfd
9737,9737,96628697,Otorhinolaryngology (ENT),9c4120e9-10f9-42e8-834d-0affe2417b74
9738,9738,83728091,Orthopaedics,43290ef0-214d-416c-aed8-8ab374ecf377
9739,9739,85014474,Family Medicine,d7da71f1-ed77-49ec-b0a5-211d011b6b14
9740,9740,88661405,Ophthalmology,1ac59684-ea71-4564-b7d1-4aa31921389f
9741,9741,84413271,Otorhinolaryngology (ENT),42f6cc58-0ab7-4d7b-9429-2121b0c26cc2
9742,9742,83391430,Cardiology,a9775c9a-6802-4c25-91c8-cd3972bab961
9743,9743,93541265,Internal Medicine,97f6c563-5f61-4078-9ed9-d8f9d882024d
9744,9744,93696800,Dermatology,5695dc59-13ad-46cd-9c6b-d9454b868b66
9745,9745,93782444,Dermatology,d538c763-f4c7-4b1d-8468-7e046fb970a3
9746,9746,80449531,Internal Medicine,944cc24a-6012-47a1-aa1b-ff2833244648
9747,9747,83025659,General Practitioner,640d2771-3b7e-4fdf-9bee-f7846ab1ccf2
9748,9748,90275659,Family Medicine,d3d46068-6bf1-419b-b0cf-cb994b57f1bc
9749,9749,82366331,Cardiology,494f5431-c6e2-450b-828e-d6d7444a3c50
9750,9750,94120822,Orthopaedics,fad64da9-10f9-43bd-bb08-e78e93b81cd4
9751,9751,84766742,Paediatrics,5b15691e-b423-46cd-a2bb-7af56712bc6c
9752,9752,89689289,Ophthalmology,b6845619-d236-4e1a-991b-cd831ea661fb
9753,9753,82597971,Ophthalmology,4f797c27-743b-48be-a2be-7943936714ca
9754,9754,96107337,Family Medicine,4cf5840e-8590-4d6f-8ead-af6ce0216d84
9755,9755,87364582,General Practitioner,15b5a186-328b-4705-8f4b-f91f5c3ae338
9756,9756,96299163,Dermatology,d176ede1-bae5-4643-9ff5-b077fa0472fd
9757,9757,84013787,Family Medicine,6df43705-d1c7-4833-9d52-2ca51630396b
9758,9758,81086086,Obstetrics and Gynaecology (O&G),90e75bdd-658e-4365-a13e-bbcf715bdb5e
9759,9759,96958377,Ophthalmology,fc4be8b6-6fb0-4999-9e0f-8809728ec15f
9760,9760,96000859,Paediatrics,69f36732-fd73-4b11-89a9-f793dd3324d7
9761,9761,94559222,Otorhinolaryngology (ENT),f9ed4e0f-0465-4ae6-ab4d-5ebd1bbb1409
9762,9762,97317567,Internal Medicine,beef4e53-9040-43b0-9dfe-6137fc60a625
9763,9763,94828689,Paediatrics,e8eaf7c8-eec7-4a9d-9697-1ae233444ec0
9764,9764,86101690,Cardiology,f87e8915-9197-4cd6-a640-449844ba7cab
9765,9765,89705967,Family Medicine,ca0e00e3-021f-4ada-8e86-91a7c22bb8bc
9766,9766,86475099,Ophthalmology,2314cdd1-ab23-4e4f-a163-453b0379978a
9767,9767,95905891,Dermatology,2840ac6b-2e81-40d0-8353-ba4290dfabe7
9768,9768,96169487,Internal Medicine,43a94120-68c5-4003-9768-de0e7683db43
9769,9769,88312168,Dermatology,5c0fca31-b699-4e73-a1bc-9e60724c7c12
9770,9770,89820455,Otorhinolaryngology (ENT),06ec9ec8-5456-4bec-80b0-812702fd99b5
9771,9771,93245939,Orthopaedics,53f6e948-e9ac-4874-ac8d-cc8b9c018068
9772,9772,99029829,Cardiology,d0d00202-be0f-4897-8f41-879891e359e1
9773,9773,91941024,Orthopaedics,651a0a73-1ad8-41e6-a3de-1ff9338b9390
9774,9774,96171278,Cardiology,aebde303-789a-42fc-aa64-e88f8ee72efa
9775,9775,82887471,Dermatology,48021c85-b18c-473f-9e9e-90d8da1fb63a
9776,9776,87983854,Orthopaedics,07044fde-7229-4524-abc5-8875f78a91b4
9777,9777,99537523,Family Medicine,e247f985-4228-430a-ad97-8ba960d40367
9778,9778,86597826,Cardiology,b13e8890-23b3-4ddc-9b8b-454ddbcf84aa
9779,9779,90342933,Orthopaedics,48838eff-d23f-414a-ade4-792040882c22
9780,9780,92910274,Family Medicine,5bc88e58-911a-4572-8412-44b1a9b1bf02
9781,9781,85374719,General Practitioner,f9eceff7-4acf-46c0-8d5f-346bd89f38e5
9782,9782,92750302,Family Medicine,8278b574-e598-4081-8281-966ad0e47005
9783,9783,83851850,Family Medicine,7949d1e7-79fe-44eb-b280-196096e6f10c
9784,9784,86957147,Family Medicine,5c6f5bdf-3dd3-48c7-ab5c-9ef7e4b92b4c
9785,9785,91081844,Internal Medicine,0166f0e3-4dbc-4f2f-90e9-1f47ade5f4b1
9786,9786,94452429,Family Medicine,92e24fb0-bc80-4de0-ae7a-14cfafabda95
9787,9787,84613425,Otorhinolaryngology (ENT),b753d38e-d00e-4549-989e-4eb9eba4694d
9788,9788,86308881,Ophthalmology,dde7f19a-8852-43ff-8beb-fef5b050f3a9
9789,9789,83850907,Orthopaedics,2bbc6ce1-d04a-440f-b355-ac98027596d5
9790,9790,91534711,Paediatrics,b31012be-a37a-44c0-94b0-b4826a8f9010
9791,9791,95695508,Paediatrics,ca072249-1bce-4b22-854c-83dd896b46c0
9792,9792,95779842,General Practitioner,ad630478-2231-42e0-b65f-1577a57c718e
9793,9793,93379302,General Practitioner,995c50d7-3853-453e-a58b-60a0c95e87e8
9794,9794,90815384,Dermatology,d41d4d81-b308-4248-b349-23c1b4c4ccb4
9795,9795,96656613,Obstetrics and Gynaecology (O&G),ea6ff611-de7e-437f-80b1-eeed80398a13
9796,9796,92974234,Obstetrics and Gynaecology (O&G),987b2466-89ad-4005-879c-88f4c6255ce7
9797,9797,93949355,Ophthalmology,28159cad-c0a7-4ba8-a473-d30b128f3e34
9798,9798,87063399,General Practitioner,dbf4bcb9-0aa7-44f2-9441-b679af3b8645
9799,9799,98126492,Obstetrics and Gynaecology (O&G),611c1262-2966-408b-a55f-6f90b1c0ec03
9800,9800,89002807,Family Medicine,e314c7ae-7bcf-4244-a7b9-47c77d0c34f0
9801,9801,89045376,Cardiology,60b8a70d-8ebf-4687-956e-c0e2f93eb6f9
9802,9802,99277797,Ophthalmology,327ca536-da35-4063-b01e-6f614dd92818
9803,9803,83748506,Orthopaedics,c3425f91-01a9-43a8-95ca-a9df20cc5000
9804,9804,91727981,General Practitioner,baa6866c-4d0e-4be9-be2b-48b336dc3b21
9805,9805,94483088,Family Medicine,508915a1-2de1-4258-be02-9f0addd5ac86
9806,9806,91134359,Obstetrics and Gynaecology (O&G),f6c975c5-c1d8-4809-ab7a-53110359a120
9807,9807,96643737,Obstetrics and Gynaecology (O&G),2198656b-0738-4aa7-95e4-34190f8a55d8
9808,9808,92997498,Otorhinolaryngology (ENT),551ef8ea-a8c6-4dce-9138-988abee84e26
9809,9809,98708613,Orthopaedics,7d0328e3-f652-4245-97c5-69838ff85cc1
9810,9810,96493292,General Practitioner,38b88e45-7ddb-4fd2-8ea3-2684b849593c
9811,9811,90965810,Obstetrics and Gynaecology (O&G),385f1585-12ca-4953-aad7-c7f3bd21104d
9812,9812,86124892,Orthopaedics,45e14abe-6c99-4979-bccb-9c23e50b0d2c
9813,9813,90536354,Family Medicine,566684b6-6f3e-468a-8dcd-8c64f674c1b4
9814,9814,87969144,Paediatrics,0bb22051-b99b-4fe3-a4c3-7b2e7dab1431
